id,person_id,event_id,rsvp,approved,checked_in,rsvp_datetime,is_first_event,invite_token_id
130,703,4,True,0,False,2024-11-07 22:27:22-05:00,False,4
131,51,4,True,1,True,2024-11-05 02:41:17-05:00,False,4
132,704,4,True,1,True,2024-11-07 18:57:05-05:00,False,4
133,705,4,True,1,False,2024-11-03 19:02:43-05:00,False,4
134,706,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
135,16,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
136,247,4,True,1,True,2024-11-04 20:54:17-05:00,False,4
137,707,4,True,0,False,2024-11-07 16:50:05-05:00,False,4
138,708,4,True,1,False,2024-11-04 01:25:48-05:00,False,4
139,448,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
140,709,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
141,1137,4,True,0,True,2024-11-05 20:32:25-05:00,False,4
142,710,4,True,1,False,2024-11-03 17:27:10-05:00,False,4
143,711,4,True,1,False,2024-11-07 18:58:36-05:00,False,4
144,113,4,True,1,True,2024-11-05 00:20:09-05:00,False,4
145,87,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
146,712,4,True,1,True,2024-11-03 21:41:29-05:00,False,4
147,713,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
148,714,4,True,1,False,2024-11-06 22:55:11-05:00,False,4
149,390,4,True,0,True,2024-11-06 02:27:02-05:00,False,4
150,119,4,True,1,False,2024-11-06 03:53:59-05:00,False,4
151,715,4,True,1,False,2024-11-03 21:00:35-05:00,False,4
152,66,4,True,0,True,2024-11-08 01:19:46-05:00,False,4
153,647,4,True,0,False,2024-11-07 00:33:02-05:00,False,4
154,716,4,True,1,False,2024-11-07 03:53:48-05:00,False,4
155,717,4,True,1,False,2024-11-07 22:26:40-05:00,False,4
156,718,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
157,223,4,True,1,True,2024-11-07 18:52:42-05:00,False,4
158,719,4,True,1,True,2024-11-07 18:51:41-05:00,False,4
159,720,4,True,1,False,2024-11-07 18:35:57-05:00,False,4
160,721,4,True,1,True,2024-11-05 01:04:00-05:00,False,4
161,722,4,True,0,False,2024-11-07 23:59:32-05:00,False,4
162,28,4,True,1,True,2024-11-05 02:01:27-05:00,False,4
163,162,4,True,1,False,2024-11-07 19:31:14-05:00,False,4
164,723,4,True,0,True,2024-11-08 01:23:42-05:00,False,4
165,31,4,True,1,False,2024-11-04 04:11:02-05:00,False,4
166,724,4,True,1,True,2024-11-03 16:49:51-05:00,False,4
167,725,4,True,0,False,2024-11-05 20:56:25-05:00,False,4
168,726,4,True,0,False,2024-11-07 22:53:46-05:00,False,4
169,239,4,True,1,False,2024-11-06 22:55:14-05:00,False,4
170,727,4,True,1,False,2024-11-03 00:11:34-04:00,False,4
171,37,4,True,1,True,2024-11-07 04:43:26-05:00,False,4
172,229,4,True,1,True,,False,4
173,10,4,True,1,True,2024-11-03 15:17:38-05:00,False,4
174,728,4,True,0,False,2024-11-06 18:30:20-05:00,False,4
175,729,4,True,1,True,2024-11-05 22:00:50-05:00,False,4
176,48,4,True,1,False,2024-11-04 02:25:25-05:00,False,4
177,336,4,True,1,False,2024-11-03 17:27:12-05:00,False,4
178,427,4,True,1,True,2024-11-03 17:52:20-05:00,False,4
179,730,4,True,0,False,2024-11-08 01:03:25-05:00,False,4
180,731,4,True,0,True,2024-11-08 01:33:08-05:00,False,4
181,732,4,True,1,False,2024-11-07 22:40:03-05:00,False,4
183,733,4,True,1,False,2024-11-04 23:32:40-05:00,False,4
184,35,4,True,1,True,2024-11-07 22:40:52-05:00,False,4
185,734,4,True,1,False,2024-11-07 22:40:57-05:00,False,4
186,86,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
187,735,4,True,1,False,2024-11-03 22:02:30-05:00,False,4
188,240,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
189,107,4,True,1,True,2024-11-04 00:24:51-05:00,False,4
190,736,4,True,1,False,2024-11-07 17:15:05-05:00,False,4
191,343,4,True,0,True,2024-11-07 22:34:38-05:00,False,4
192,666,4,True,1,True,2024-11-04 21:27:16-05:00,False,4
193,245,4,True,1,False,2024-11-07 04:41:58-05:00,False,4
194,737,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
195,129,4,True,1,True,2024-11-07 23:25:24-05:00,False,4
196,250,4,True,1,False,2024-11-04 17:16:18-05:00,False,4
197,71,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
198,739,4,True,1,False,2024-11-05 03:04:19-05:00,False,4
199,740,4,True,1,True,2024-11-07 03:15:35-05:00,False,4
200,18,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
201,741,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
202,742,4,True,1,False,2024-11-03 02:01:44-05:00,False,4
203,743,4,True,1,False,2024-11-05 15:43:48-05:00,False,4
204,189,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
205,41,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
206,46,4,True,1,False,2024-11-07 14:38:36-05:00,False,4
207,97,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
208,24,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
209,744,4,True,1,False,2024-11-02 22:56:49-04:00,False,4
210,745,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
211,746,4,True,1,True,2024-11-07 03:57:32-05:00,False,4
212,747,4,True,1,True,2024-11-07 22:41:02-05:00,False,4
213,117,4,True,0,False,2024-11-05 20:56:29-05:00,False,4
214,205,4,True,1,False,2024-11-08 00:50:53-05:00,False,4
215,748,4,True,0,True,2024-11-07 21:14:39-05:00,False,4
216,749,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
217,750,4,True,1,True,2024-11-07 02:26:29-05:00,False,4
218,72,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
219,306,4,True,1,False,2024-11-04 01:18:21-05:00,False,4
220,751,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
221,342,4,True,1,False,2024-11-03 17:06:24-05:00,False,4
222,752,4,True,1,True,2024-11-05 11:24:36-05:00,False,4
223,49,4,True,1,True,2024-11-07 23:49:11-05:00,False,4
224,237,4,True,1,True,2024-11-05 21:27:18-05:00,False,4
225,944,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
226,195,4,True,1,True,2024-11-03 17:44:58-05:00,False,4
227,625,4,True,1,True,2024-11-05 00:26:55-05:00,False,4
228,753,4,True,1,True,2024-11-08 00:51:04-05:00,False,4
229,754,4,True,1,True,2024-11-05 17:03:23-05:00,False,4
230,588,4,True,0,False,2024-11-07 18:27:56-05:00,False,4
231,88,4,True,0,False,2024-10-31 00:58:27-04:00,False,4
232,418,4,True,1,True,2024-11-03 16:31:14-05:00,False,4
233,755,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
234,756,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
235,757,4,True,1,True,2024-11-07 20:15:12-05:00,False,4
236,758,4,True,1,False,2024-11-07 18:56:21-05:00,False,4
237,531,4,True,0,False,2024-11-07 18:36:02-05:00,False,4
238,131,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
239,7,4,True,1,False,2024-11-07 16:55:27-05:00,False,4
240,759,4,True,0,False,2024-11-08 01:13:45-05:00,False,4
241,127,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
242,181,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
243,760,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
244,761,4,True,1,False,2024-11-07 02:26:26-05:00,False,4
245,762,4,True,1,False,2024-11-05 02:01:32-05:00,False,4
246,266,4,True,1,True,2024-11-05 11:24:40-05:00,False,4
247,763,4,True,1,True,2024-11-05 01:03:11-05:00,False,4
248,576,4,True,0,False,2024-11-08 01:00:10-05:00,False,4
249,764,4,True,0,False,2024-11-06 00:27:54-05:00,False,4
250,765,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
251,766,4,True,1,False,2024-11-08 01:08:41-05:00,False,4
252,206,4,True,1,True,2024-11-04 01:14:53-05:00,False,4
253,767,4,True,1,False,2024-11-06 19:20:16-05:00,False,4
254,768,4,True,1,False,2024-11-06 04:47:56-05:00,False,4
255,769,4,True,1,True,2024-11-04 01:19:45-05:00,False,4
256,770,4,True,1,False,2024-11-02 22:17:50-04:00,False,4
257,916,4,True,1,False,2024-11-06 02:27:27-05:00,False,4
258,771,4,True,1,False,2024-11-06 04:46:16-05:00,False,4
259,772,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
260,65,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
261,773,4,True,1,False,2024-11-05 22:26:55-05:00,False,4
262,774,4,True,1,False,2024-11-04 17:46:03-05:00,False,4
263,629,4,True,0,False,2024-11-07 19:52:09-05:00,False,4
264,775,4,True,1,True,2024-11-03 21:41:17-05:00,False,4
265,776,4,True,1,False,2024-11-07 18:54:24-05:00,False,4
266,777,4,True,1,False,2024-11-06 15:03:06-05:00,False,4
267,778,4,True,0,False,2024-11-07 22:36:19-05:00,False,4
268,11,4,True,1,True,2024-11-03 17:52:19-05:00,False,4
269,45,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
270,779,4,True,1,False,2024-11-07 22:41:08-05:00,False,4
271,780,4,True,1,False,2024-11-05 23:59:20-05:00,False,4
272,781,4,True,1,False,2024-11-07 17:01:52-05:00,False,4
273,782,4,True,1,True,2024-11-08 00:39:15-05:00,False,4
274,63,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
275,673,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
276,89,4,True,1,True,2024-11-08 00:42:34-05:00,False,4
277,58,4,True,1,True,2024-11-06 06:12:44-05:00,False,4
278,783,4,True,1,False,2024-11-07 22:41:18-05:00,False,4
279,221,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
280,784,4,True,0,False,2024-11-08 01:02:01-05:00,False,4
281,32,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
282,785,4,True,1,False,2024-11-04 03:21:07-05:00,False,4
283,786,4,True,1,True,2024-11-05 03:08:19-05:00,False,4
284,787,4,True,1,False,2024-11-04 01:25:57-05:00,False,4
285,788,4,True,0,False,2024-11-07 07:11:26-05:00,False,4
286,20,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
287,243,4,True,1,False,2024-11-04 01:26:02-05:00,False,4
288,99,4,True,1,True,2024-11-02 22:17:53-04:00,False,4
289,789,4,True,0,False,2024-11-07 17:24:28-05:00,False,4
290,790,4,True,1,False,2024-11-08 00:50:39-05:00,False,4
291,57,4,True,1,True,2024-11-02 22:56:47-04:00,False,4
292,344,4,True,0,False,2024-11-07 03:11:37-05:00,False,4
293,324,4,True,1,True,2024-11-03 21:41:19-05:00,False,4
294,791,4,True,1,True,2024-11-07 14:42:25-05:00,False,4
295,792,4,True,1,False,2024-11-03 21:41:14-05:00,False,4
296,182,4,True,1,True,2024-11-03 00:11:32-04:00,False,4
297,793,4,True,0,False,2024-11-07 20:36:39-05:00,False,4
298,19,4,True,1,True,2024-11-03 17:06:44-05:00,False,4
299,794,4,True,1,False,2024-11-04 01:19:43-05:00,False,4
300,795,4,True,1,True,2024-11-02 22:17:55-04:00,False,4
301,796,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
302,8,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
303,132,4,True,1,False,2024-11-04 21:33:43-05:00,False,4
304,108,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
305,125,4,True,1,True,2024-11-04 01:18:27-05:00,False,4
306,797,4,True,1,False,2024-11-05 19:18:13-05:00,False,4
307,53,4,True,1,True,2024-11-06 04:46:02-05:00,False,4
308,114,4,True,0,True,2024-11-08 00:11:50-05:00,False,4
309,110,4,True,1,True,2024-11-08 00:39:22-05:00,False,4
310,798,4,True,1,True,2024-11-04 02:33:52-05:00,False,4
311,799,4,True,1,False,2024-11-03 19:16:37-05:00,False,4
312,800,4,True,0,False,2024-11-07 22:13:47-05:00,False,4
313,801,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
314,231,4,True,1,True,2024-11-05 04:23:34-05:00,False,4
315,802,4,True,0,False,2024-11-08 00:47:53-05:00,False,4
316,803,4,True,0,False,2024-11-07 18:51:21-05:00,False,4
317,804,4,True,1,False,2024-11-06 18:52:22-05:00,False,4
318,805,4,True,0,False,2024-11-07 22:15:29-05:00,False,4
319,680,4,True,1,True,2024-11-05 20:01:01-05:00,False,4
320,806,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
321,807,4,True,1,False,2024-11-05 20:24:14-05:00,False,4
322,808,4,True,1,False,2024-11-03 15:17:40-05:00,False,4
323,158,4,True,1,False,2024-11-05 03:08:09-05:00,False,4
324,146,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
325,424,4,True,1,False,2024-11-07 02:27:18-05:00,False,4
326,809,4,True,1,False,2024-11-06 02:51:01-05:00,False,4
327,452,4,True,1,True,2024-11-07 22:41:23-05:00,False,4
328,810,4,True,1,False,2024-11-07 21:25:23-05:00,False,4
329,811,4,True,1,False,2024-11-07 14:42:02-05:00,False,4
330,812,4,True,1,False,2024-11-04 01:26:00-05:00,False,4
331,272,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
332,813,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
333,814,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
334,573,4,True,0,True,2024-11-08 00:35:35-05:00,False,4
335,815,4,True,1,True,2024-11-05 22:26:48-05:00,False,4
336,64,4,True,1,True,2024-11-08 00:23:21-05:00,False,4
337,816,4,True,1,True,2024-11-05 20:01:18-05:00,False,4
338,817,4,True,0,False,2024-11-07 16:54:39-05:00,False,4
339,818,4,True,1,False,2024-11-05 16:55:40-05:00,False,4
340,819,4,True,1,False,2024-11-07 23:22:15-05:00,False,4
341,820,4,True,1,True,2024-11-06 23:08:49-05:00,False,4
342,521,4,True,1,True,2024-11-06 05:35:04-05:00,False,4
343,821,4,True,0,True,2024-11-08 00:21:29-05:00,False,4
344,822,4,True,1,True,2024-11-04 19:34:24-05:00,False,4
345,823,4,True,1,False,2024-11-04 01:19:47-05:00,False,4
346,233,4,True,1,True,2024-11-06 04:26:50-05:00,False,4
347,238,4,True,1,True,2024-11-07 22:41:29-05:00,False,4
348,408,4,True,0,False,2024-11-08 00:35:40-05:00,False,4
349,492,4,True,1,False,2024-11-03 21:41:16-05:00,False,4
350,558,4,True,0,False,2024-11-07 22:23:48-05:00,False,4
351,606,4,True,1,True,2024-11-08 00:50:46-05:00,False,4
352,824,4,True,1,False,2024-11-04 21:27:18-05:00,False,4
353,184,4,True,1,True,2024-11-05 20:45:32-05:00,False,4
354,825,4,True,1,False,2024-11-07 18:53:29-05:00,False,4
355,39,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
356,204,4,True,1,False,2024-11-06 01:00:40-05:00,False,4
357,323,4,True,1,True,2024-11-06 04:47:00-05:00,False,4
358,78,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
359,619,4,True,1,True,2024-11-03 16:31:22-05:00,False,4
360,826,4,True,1,True,2024-11-07 22:41:35-05:00,False,4
361,313,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
362,827,4,True,1,True,2024-11-04 17:16:26-05:00,False,4
363,171,4,True,1,True,2024-11-05 20:45:19-05:00,False,4
364,828,4,True,1,False,2024-11-06 01:58:11-05:00,False,4
365,829,4,True,0,False,2024-11-07 19:48:46-05:00,False,4
366,244,4,True,1,False,2024-11-05 01:01:08-05:00,False,4
367,830,4,True,1,False,2024-11-07 21:12:36-05:00,False,4
368,5,4,True,1,False,2024-11-03 17:21:19-05:00,False,4
369,30,4,True,1,False,2024-11-03 18:17:32-05:00,False,4
370,216,4,True,1,True,2024-11-05 20:45:15-05:00,False,4
371,831,4,True,1,True,2024-11-03 11:27:43-05:00,False,4
372,832,4,True,1,False,2024-11-07 18:57:42-05:00,False,4
373,833,4,True,0,False,2024-11-07 22:20:21-05:00,False,4
374,834,4,True,1,False,2024-11-06 05:34:56-05:00,False,4
375,201,4,True,1,True,2024-11-05 01:04:18-05:00,False,4
376,835,4,True,0,False,2024-11-07 18:48:40-05:00,False,4
377,836,4,True,0,False,2024-11-07 19:35:21-05:00,False,4
378,96,4,True,1,False,2024-11-03 18:52:50-05:00,False,4
379,837,4,True,1,False,2024-11-04 03:21:16-05:00,False,4
380,309,4,True,1,False,2024-11-05 03:54:13-05:00,False,4
381,838,4,True,0,False,2024-11-07 20:23:47-05:00,False,4
382,200,4,True,1,False,2024-11-05 20:00:58-05:00,False,4
383,839,4,True,0,False,2024-11-08 01:16:52-05:00,False,4
384,487,4,True,1,False,2024-11-06 04:46:31-05:00,False,4
385,840,4,True,1,False,2024-11-06 03:54:43-05:00,False,4
386,841,4,True,1,True,2024-11-03 16:31:20-05:00,False,4
387,842,4,True,1,False,2024-11-06 17:32:02-05:00,False,4
388,843,4,True,1,True,2024-11-05 22:00:52-05:00,False,4
389,844,4,True,1,False,2024-11-05 00:11:11-05:00,False,4
390,845,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
391,846,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
392,847,4,True,1,False,2024-11-08 01:40:19-05:00,False,4
393,251,4,True,1,False,2024-11-03 17:24:56-05:00,False,4
394,311,4,True,0,True,2024-11-08 00:04:06-05:00,False,4
395,848,4,True,1,False,2024-11-04 20:52:16-05:00,False,4
396,52,4,True,1,True,2024-11-03 23:51:35-05:00,False,4
397,100,4,True,1,False,2024-11-03 20:38:32-05:00,False,4
398,6,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
399,849,4,True,0,False,2024-11-07 18:27:45-05:00,False,4
400,402,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
401,47,4,True,1,True,2024-11-05 03:03:06-05:00,False,4
402,671,4,True,1,True,2024-11-04 14:15:36-05:00,False,4
403,212,4,True,1,False,2024-11-04 17:14:58-05:00,False,4
404,192,4,True,0,False,2024-11-07 03:20:11-05:00,False,4
405,850,4,True,1,False,2024-11-07 02:30:05-05:00,False,4
406,851,4,True,1,True,2024-11-05 01:00:54-05:00,False,4
407,852,4,True,1,True,2024-11-06 04:25:59-05:00,False,4
408,679,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
409,473,4,True,1,False,2024-11-02 22:17:33-04:00,False,4
410,853,4,True,0,True,2024-11-07 21:47:02-05:00,False,4
411,854,4,True,0,False,2024-11-07 03:04:36-05:00,False,4
412,153,4,True,0,True,2024-11-06 21:15:01-05:00,False,4
413,855,4,True,1,True,2024-11-03 20:44:51-05:00,False,4
414,856,4,True,0,True,2024-11-07 16:51:27-05:00,False,4
415,468,4,True,0,False,2024-11-08 00:50:46-05:00,False,4
416,857,4,True,0,False,2024-11-07 22:48:33-05:00,False,4
417,858,4,True,1,False,2024-11-07 14:42:36-05:00,False,4
418,335,4,True,1,True,2024-11-06 19:58:04-05:00,False,4
419,134,4,True,1,True,2024-11-02 22:17:33-04:00,False,4
420,859,4,True,0,False,2024-11-07 19:51:47-05:00,False,4
421,860,4,True,1,False,2024-11-07 18:58:28-05:00,False,4
422,861,4,True,1,False,2024-11-05 01:03:37-05:00,False,4
